$$ Transaction 0 $$
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getCategory] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [getCategoryString] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getCategory] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [getCategoryString] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getCategory] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [getCategoryString] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getCategory] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [getCategoryString] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getCategory] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [getCategoryString] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getCategory] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [getCategoryString] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getCategory] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [getCategoryString] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getCategory] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [getCategoryString] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getCategory] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [getCategoryString] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getCategory] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [getCategoryString] [Average Execution Time:0.00014] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getCategory] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [getCategoryString] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getCategory] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [getCategoryString] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getCategory] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [getCategoryString] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getCategory] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [getCategoryString] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getCategory] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [getCategoryString] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getCategory] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [getCategoryString] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getCategory] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [getCategoryString] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [getName] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebspherewar/ImageServlet] [doGet] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebspherewar/ImageServlet] [performTask] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [debug] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/_CatalogHome_Stub] [create] [Average Execution Time:0.0024] 
[com/ibm/websphere/samples/plantsbywebsphereejb/_EJSRemoteStatelessCatalogHome_751217f6_Tie] [getTarget] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSRemoteStatelessCatalogHome_751217f6] [create] [Average Execution Time:0.00075] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSStatelessCatalogHomeBean_751217f6] [create] [Average Execution Time:0.00008] 
[com/ibm/websphere/samples/plantsbywebsphereejb/_EJSRemoteStatelessCatalog_751217f6_Tie] [orb] [Average Execution Time:0.00005] 
[com/ibm/websphere/samples/plantsbywebsphereejb/_Catalog_Stub] [getItemImageBytes] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/_EJSRemoteStatelessCatalog_751217f6_Tie] [getTarget] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSRemoteStatelessCatalog_751217f6] [getItemImageBytes] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/CatalogBean] [getItemImageBytes] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/CatalogBean] [getInv] [Average Execution Time:0.5512] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [getEJBLocalHome] [Average Execution Time:0.00006] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [-init-] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventoryHome_53081ec0] [findByPrimaryKey] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSCMPInventoryHomeBean_53081ec0] [findByPrimaryKey_Local] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [hashCode] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [equals] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [ejbActivate] [Average Execution Time:0.00007] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryBean] [ejbActivate] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [ejbLoad] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanInjectorImpl_53081ec0] [ejbFindByPrimaryKey] [Average Execution Time:0.00007] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanFunctionSet_53081ec0] [execute] [Average Execution Time:0.01089] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanFunctionSet_53081ec0] [FindByPrimaryKey] [Average Execution Time:0.0108] 
[com/ibm/websphere/samples/plantsbywebspherewar/ImageServlet] [doGet] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebspherewar/ImageServlet] [performTask] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [debug] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/_CatalogHome_Stub] [create] [Average Execution Time:0.00206] 
[com/ibm/websphere/samples/plantsbywebsphereejb/_EJSRemoteStatelessCatalogHome_751217f6_Tie] [getTarget] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSRemoteStatelessCatalogHome_751217f6] [create] [Average Execution Time:0.00062] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSStatelessCatalogHomeBean_751217f6] [create] [Average Execution Time:0.00008] 
[com/ibm/websphere/samples/plantsbywebsphereejb/_EJSRemoteStatelessCatalog_751217f6_Tie] [orb] [Average Execution Time:0.00005] 
[com/ibm/websphere/samples/plantsbywebsphereejb/_Catalog_Stub] [getItemImageBytes] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/_EJSRemoteStatelessCatalog_751217f6_Tie] [getTarget] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSRemoteStatelessCatalog_751217f6] [getItemImageBytes] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/CatalogBean] [getItemImageBytes] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/CatalogBean] [getInv] [Average Execution Time:0.1964] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [getEJBLocalHome] [Average Execution Time:0.00005] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [-init-] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventoryHome_53081ec0] [findByPrimaryKey] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSCMPInventoryHomeBean_53081ec0] [findByPrimaryKey_Local] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [hashCode] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [equals] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [ejbActivate] [Average Execution Time:0.00007] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryBean] [ejbActivate] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [ejbLoad] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanInjectorImpl_53081ec0] [ejbFindByPrimaryKey] [Average Execution Time:0.00006] 
[com/ibm/websphere/samples/plantsbywebspherewar/ImageServlet] [doGet] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebspherewar/ImageServlet] [performTask] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [debug] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/_CatalogHome_Stub] [create] [Average Execution Time:0.01445] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanFunctionSet_53081ec0] [execute] [Average Execution Time:0.47115] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanFunctionSet_53081ec0] [FindByPrimaryKey] [Average Execution Time:0.47107] 
[com/ibm/websphere/samples/plantsbywebsphereejb/_EJSRemoteStatelessCatalogHome_751217f6_Tie] [getTarget] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSRemoteStatelessCatalogHome_751217f6] [create] [Average Execution Time:0.00063] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSStatelessCatalogHomeBean_751217f6] [create] [Average Execution Time:0.00008] 
[com/ibm/websphere/samples/plantsbywebsphereejb/_EJSRemoteStatelessCatalog_751217f6_Tie] [orb] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/_Catalog_Stub] [getItemImageBytes] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/_EJSRemoteStatelessCatalog_751217f6_Tie] [getTarget] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSRemoteStatelessCatalog_751217f6] [getItemImageBytes] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/CatalogBean] [getItemImageBytes] [Average Execution Time:0.47464] 
[com/ibm/websphere/samples/plantsbywebsphereejb/CatalogBean] [getInv] [Average Execution Time:0.47457] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [getEJBLocalHome] [Average Execution Time:0.00006] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [-init-] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventoryHome_53081ec0] [findByPrimaryKey] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSCMPInventoryHomeBean_53081ec0] [findByPrimaryKey_Local] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [hashCode] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [equals] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [ejbActivate] [Average Execution Time:0.00008] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryBean] [ejbActivate] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [ejbLoad] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanInjectorImpl_53081ec0] [ejbFindByPrimaryKey] [Average Execution Time:0.00007] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanFunctionSet_53081ec0] [execute] [Average Execution Time:0.04227] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanFunctionSet_53081ec0] [FindByPrimaryKey] [Average Execution Time:0.04219] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanExtractor_53081ec0] [extractPrimaryKey] [Average Execution Time:0.00016] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [-init-] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanExtractor_53081ec0] [extractData] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanExtractor_53081ec0] [createDataCacheEntry] [Average Execution Time:0.00008] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [-init-] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForINVENTORYID] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForNAME] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForHEADING] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForDESCRIPTION] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForPKGINFO] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForIMAGE] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanExtractor_53081ec0] [extractPrimaryKey] [Average Execution Time:0.00016] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [-init-] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanExtractor_53081ec0] [extractData] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanExtractor_53081ec0] [createDataCacheEntry] [Average Execution Time:0.00009] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [-init-] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForINVENTORYID] [Average Execution Time:0.00006] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForNAME] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForHEADING] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForDESCRIPTION] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForPKGINFO] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForIMAGE] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebspherewar/ImageServlet] [doGet] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebspherewar/ImageServlet] [performTask] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [debug] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/_CatalogHome_Stub] [create] [Average Execution Time:0.00198] 
[com/ibm/websphere/samples/plantsbywebsphereejb/_EJSRemoteStatelessCatalogHome_751217f6_Tie] [getTarget] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSRemoteStatelessCatalogHome_751217f6] [create] [Average Execution Time:0.0006] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSStatelessCatalogHomeBean_751217f6] [create] [Average Execution Time:0.00008] 
[com/ibm/websphere/samples/plantsbywebsphereejb/_EJSRemoteStatelessCatalog_751217f6_Tie] [orb] [Average Execution Time:0.00005] 
[com/ibm/websphere/samples/plantsbywebsphereejb/_Catalog_Stub] [getItemImageBytes] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/_EJSRemoteStatelessCatalog_751217f6_Tie] [getTarget] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSRemoteStatelessCatalog_751217f6] [getItemImageBytes] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/CatalogBean] [getItemImageBytes] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/CatalogBean] [getInv] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/Util] [getEJBLocalHome] [Average Execution Time:0.00005] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [-init-] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventoryHome_53081ec0] [findByPrimaryKey] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSCMPInventoryHomeBean_53081ec0] [findByPrimaryKey_Local] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [hashCode] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [equals] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [ejbActivate] [Average Execution Time:0.00008] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryBean] [ejbActivate] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [ejbLoad] [Average Execution Time:-1] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanInjectorImpl_53081ec0] [ejbFindByPrimaryKey] [Average Execution Time:0.00007] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanFunctionSet_53081ec0] [execute] [Average Execution Time:0.00807] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanFunctionSet_53081ec0] [FindByPrimaryKey] [Average Execution Time:0.008] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanExtractor_53081ec0] [extractPrimaryKey] [Average Execution Time:0.00017] 
